WineID,Type,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
5200,White,6.89,0.25,0.18,1.06,0.033,24.7,167.0,0.9986,2.97,0.53,9.49,6
5201,White,5.4,0.4,0.1,12.69,0.009,31.2,118.0,0.9934,3.11,0.43,10.0,6
5202,White,7.43,0.08,0.4,0.6,0.078,63.5,129.7,0.994,3.05,0.4,10.02,5
5203,White,8.05,0.31,0.43,0.6,0.009,26.0,116.1,0.9938,3.2,0.49,12.23,6
5204,White,8.14,0.28,0.43,8.1,0.027,37.9,122.4,0.993,3.34,0.48,11.16,5
5205,White,6.4,0.28,0.3,0.6,0.009,30.2,102.9,0.9957,3.07,0.36,12.59,7
5206,White,6.82,0.12,0.12,4.1,0.043,11.8,214.9,0.9961,3.15,0.72,11.29,6
5207,White,7.36,0.24,0.35,8.49,0.013,15.3,183.4,0.9906,3.32,0.44,9.64,5
5208,White,6.01,0.2,0.44,0.6,0.009,41.9,117.8,0.9966,3.54,0.56,10.84,5
5209,White,6.43,0.38,0.38,3.42,0.013,31.9,44.2,0.9948,3.01,0.49,10.64,8
5210,White,7.04,0.37,0.36,0.6,0.047,15.6,116.3,0.9899,3.14,0.45,11.91,7
5211,White,7.09,0.23,0.35,15.6,0.064,48.7,163.7,0.996,3.13,0.46,11.9,6
5212,White,8.13,0.33,0.25,7.98,0.028,37.0,147.1,0.995,3.19,0.36,9.19,6
5213,White,7.37,0.26,0.51,18.26,0.051,30.1,139.8,0.9958,3.32,0.39,12.96,7
5214,White,6.82,0.37,0.19,0.6,0.035,35.9,149.2,0.999,3.26,0.49,10.48,6
5215,White,7.54,0.29,0.27,6.8,0.058,35.0,139.5,0.9952,3.34,0.39,10.55,6
5216,White,8.23,0.26,0.34,7.76,0.063,6.3,119.5,0.9917,3.45,0.43,13.03,6
5217,White,7.06,0.28,0.54,3.89,0.037,2.0,218.7,0.9889,3.16,0.33,11.57,5
5218,White,6.57,0.23,0.35,1.3,0.031,42.2,140.4,0.9914,3.28,0.6,12.73,7
5219,White,6.63,0.2,0.52,14.02,0.051,23.3,159.2,0.9928,3.11,0.42,11.43,6
5220,White,7.07,0.15,0.5,0.8,0.059,70.5,103.6,0.9928,3.22,0.46,10.2,7
5221,White,5.98,0.11,0.61,3.85,0.055,11.8,177.4,0.9905,3.06,0.54,12.91,7
5222,White,6.56,0.35,0.27,1.35,0.055,8.4,68.0,0.9929,3.29,0.44,9.26,5
5223,White,8.26,0.16,0.42,8.61,0.009,61.4,105.1,0.9896,3.33,0.51,11.03,5
5224,White,7.06,0.36,0.25,8.13,0.051,25.6,65.9,0.9934,3.1,0.55,11.53,7
5225,White,5.84,0.35,0.45,4.84,0.042,57.1,148.9,0.9947,3.24,0.34,9.78,4
5226,White,5.83,0.32,0.36,9.65,0.063,37.6,143.9,0.9929,3.32,0.64,11.75,6
5227,White,7.26,0.32,0.53,3.89,0.039,22.5,152.9,0.9919,3.3,0.64,11.23,5
5228,White,8.03,0.34,0.22,0.7,0.017,4.0,118.2,0.9889,3.24,0.49,11.37,5
5229,White,6.6,0.24,0.36,0.6,0.009,26.6,99.6,0.9927,3.05,0.76,11.5,6
5230,White,7.28,0.21,0.25,2.83,0.021,48.1,128.5,0.994,3.27,0.62,10.85,5
5231,White,6.82,0.23,0.33,6.5,0.053,28.9,68.2,0.9936,3.07,0.67,10.65,5
5232,White,6.37,0.27,0.38,3.63,0.054,46.0,152.1,0.9913,3.02,0.48,11.8,6
5233,White,8.74,0.35,0.47,3.38,0.05,28.5,125.4,0.9953,3.22,0.49,12.89,6
5234,White,7.18,0.22,0.27,0.6,0.009,51.4,137.0,0.9956,3.18,0.48,11.95,5
5235,White,7.64,0.13,0.31,9.82,0.035,41.9,77.5,0.9923,2.96,0.32,11.02,6
5236,White,6.07,0.27,0.28,2.67,0.031,22.9,136.6,0.9954,2.99,0.46,12.05,8
5237,White,7.59,0.39,0.14,3.89,0.015,46.3,129.2,0.9923,3.05,0.28,9.89,5
5238,White,6.91,0.14,0.39,3.35,0.054,55.9,154.3,0.9887,2.97,0.52,11.91,6
5239,White,7.93,0.25,0.16,2.46,0.055,14.9,115.4,0.9912,3.05,0.36,10.2,5
5240,White,7.82,0.33,0.49,11.41,0.048,43.2,128.9,0.9917,2.9,0.33,12.54,5
5241,White,6.24,0.36,0.4,5.95,0.042,11.5,89.8,0.9913,3.02,0.39,9.98,6
5242,White,7.64,0.3,0.39,0.6,0.018,9.4,130.3,0.9897,3.06,0.41,12.78,6
5243,White,7.33,0.22,0.45,0.6,0.026,29.0,144.9,0.9936,3.24,0.37,10.7,5
5244,White,7.65,0.37,0.44,11.15,0.02,29.8,174.3,0.993,3.29,0.55,10.59,5
5245,White,8.43,0.37,0.4,17.4,0.045,32.1,147.2,0.9891,3.09,0.52,11.19,4
5246,White,6.2,0.13,0.19,10.84,0.063,42.9,158.3,0.9921,3.18,0.45,12.58,7
5247,White,7.47,0.2,0.34,7.63,0.056,43.9,114.1,0.997,3.39,0.46,10.87,6
5248,White,7.14,0.23,0.25,3.64,0.009,37.1,143.5,0.9946,3.32,0.58,11.57,5
5249,White,6.02,0.33,0.35,4.12,0.057,41.6,84.8,0.9958,3.5,0.5,11.33,6
5250,White,5.71,0.42,0.67,3.96,0.039,40.0,115.8,0.9941,3.45,0.56,11.3,5
5251,White,7.41,0.38,0.53,4.23,0.05,31.4,118.7,0.993,3.29,0.51,10.97,7
5252,White,7.38,0.22,0.38,11.98,0.025,33.0,190.1,0.9939,3.47,0.59,10.66,5
5253,White,6.98,0.48,0.27,5.86,0.011,47.5,198.0,0.9977,2.98,0.51,10.1,5
5254,White,6.34,0.34,0.35,8.35,0.024,40.7,63.5,0.9949,3.34,0.22,11.79,5
5255,White,8.04,0.33,0.47,0.6,0.026,66.3,135.3,0.9953,3.37,0.35,11.24,6
5256,White,7.65,0.3,0.26,0.6,0.058,23.0,135.3,0.9926,3.27,0.6,11.04,6
5257,White,5.81,0.39,0.25,13.67,0.044,34.0,122.3,0.9944,2.87,0.4,11.37,6
5258,White,6.48,0.25,0.34,0.6,0.05,22.7,154.9,0.9958,3.28,0.54,10.87,7
5259,White,6.64,0.18,0.34,19.87,0.054,17.9,165.7,0.992,3.38,0.41,11.83,6
5260,White,6.75,0.29,0.35,9.02,0.044,54.1,63.0,0.9968,3.14,0.64,11.55,6
5261,White,6.59,0.29,0.35,9.38,0.018,22.9,61.9,0.9902,3.18,0.41,10.92,5
5262,White,5.86,0.34,0.41,0.6,0.047,29.8,153.2,0.9921,3.36,0.67,11.01,6
5263,White,5.68,0.18,0.39,15.39,0.033,26.4,74.5,0.9942,3.09,0.56,10.96,6
5264,White,6.88,0.28,0.34,7.02,0.034,35.1,211.7,0.993,3.35,0.29,11.75,6
5265,White,6.61,0.38,0.19,5.17,0.027,23.1,121.0,0.9912,3.3,0.68,11.57,5
5266,White,5.89,0.29,0.32,9.81,0.042,67.1,116.7,0.9949,3.08,0.32,11.24,6
5267,White,7.45,0.29,0.31,11.54,0.032,9.4,141.8,0.992,3.12,0.53,10.84,7
5268,White,5.84,0.09,0.27,15.84,0.031,50.8,180.8,0.9964,3.1,0.66,10.85,7
5269,White,6.93,0.18,0.18,7.3,0.054,2.0,158.8,0.9872,3.05,0.5,12.16,5
5270,White,5.78,0.38,0.38,8.53,0.047,28.7,195.1,0.9934,3.0,0.53,12.06,7
5271,White,8.32,0.33,0.61,0.6,0.012,2.0,153.7,0.9899,3.45,0.54,10.74,6
5272,White,7.98,0.08,0.45,6.31,0.045,52.1,168.4,0.9974,3.12,0.25,9.47,5
5273,White,5.79,0.32,0.32,0.6,0.046,86.6,82.0,0.9939,3.01,0.49,12.71,7
5274,White,6.53,0.33,0.25,12.51,0.055,14.8,188.9,0.9881,3.33,0.38,11.69,7
5275,White,7.07,0.24,0.42,1.2,0.023,26.0,112.4,0.9938,3.36,0.33,10.7,6
5276,White,5.36,0.2,0.22,10.24,0.05,31.8,150.6,0.9934,3.15,0.56,10.67,6
5277,White,7.18,0.08,0.27,4.75,0.05,11.9,159.5,0.9921,3.29,0.71,10.02,6
5278,White,8.17,0.36,0.26,12.62,0.009,40.5,172.1,0.9952,3.02,0.52,10.84,5
5279,White,3.8,0.22,0.24,4.41,0.047,59.7,189.6,0.9958,3.05,0.55,10.62,6
5280,White,6.07,0.28,0.33,5.91,0.058,17.9,136.5,0.9904,3.21,0.38,10.38,6
5281,White,7.05,0.25,0.22,1.39,0.061,43.8,135.9,0.9896,3.2,0.65,9.41,6
5282,White,6.91,0.09,0.31,3.06,0.064,29.2,85.4,0.9952,3.38,0.44,10.99,7
5283,White,6.96,0.34,0.26,6.08,0.053,26.2,130.6,0.9956,3.24,0.58,11.86,8
5284,White,6.2,0.23,0.46,0.95,0.053,40.4,141.3,0.9941,3.1,0.5,11.59,7
5285,White,6.34,0.24,0.28,10.13,0.032,52.7,205.3,0.999,3.22,0.51,10.94,6
5286,White,6.38,0.27,0.27,7.29,0.024,34.4,153.0,0.9953,3.3,0.75,10.21,6
5287,White,7.84,0.21,0.44,10.2,0.035,42.6,95.8,0.9911,3.17,0.51,12.44,6
5288,White,7.79,0.14,0.39,1.64,0.069,45.0,194.9,0.9925,3.4,0.41,12.2,6
5289,White,6.19,0.34,0.37,0.6,0.026,40.5,111.4,0.997,3.16,0.45,10.91,4
5290,White,7.19,0.3,0.29,9.77,0.054,49.5,119.8,0.9895,3.2,0.44,11.21,6
5291,White,5.22,0.24,0.13,12.89,0.06,26.0,138.9,0.9994,3.13,0.49,10.93,5
5292,White,5.7,0.43,0.0,0.6,0.056,38.3,171.4,0.9936,3.0,0.48,10.68,5
5293,White,6.47,0.29,0.22,6.5,0.037,49.7,190.7,0.9962,3.32,0.38,10.44,5
5294,White,8.37,0.29,0.36,5.62,0.047,33.1,179.5,0.9942,3.28,0.45,9.66,7
5295,White,6.85,0.24,0.19,11.8,0.037,20.9,155.7,0.9947,3.17,0.49,12.94,7
5296,White,7.77,0.35,0.3,12.41,0.017,45.8,108.3,0.989,3.23,0.39,10.82,7
5297,White,6.71,0.14,0.33,12.5,0.013,25.0,188.7,0.9955,2.9,0.73,12.41,6
5298,White,6.38,0.2,0.27,0.6,0.065,15.7,136.4,0.9979,2.86,0.47,10.28,6
5299,White,6.89,0.2,0.49,12.76,0.07,48.4,158.6,0.9919,2.95,0.5,10.73,5
5300,White,7.49,0.32,0.4,9.49,0.085,48.8,129.4,0.9955,3.06,0.4,10.82,6
5301,White,7.4,0.27,0.27,1.22,0.029,20.2,90.3,0.9924,3.21,0.4,11.03,6
5302,White,6.23,0.37,0.06,5.58,0.009,13.1,82.4,1.0005,3.36,0.48,11.71,7
5303,White,6.86,0.3,0.4,0.6,0.057,43.5,125.9,0.9981,3.34,0.67,9.7,5
5304,White,7.82,0.12,0.62,7.07,0.059,11.6,181.9,0.9941,3.27,0.5,10.43,6
5305,White,5.77,0.08,0.28,8.59,0.033,52.8,157.5,0.9934,3.31,0.48,11.08,7
5306,White,7.02,0.29,0.31,5.14,0.042,56.9,52.2,1.0003,3.14,0.43,10.5,5
5307,White,6.97,0.33,0.49,11.64,0.06,2.0,108.1,0.9954,3.16,0.49,12.0,6
5308,White,5.88,0.33,0.41,4.3,0.035,30.2,89.8,0.9948,3.28,0.27,10.7,6
5309,White,6.81,0.27,0.26,4.67,0.068,62.0,71.7,0.9891,3.48,0.46,11.89,6
5310,White,7.97,0.16,0.41,11.24,0.06,25.2,155.6,0.9958,3.24,0.49,10.35,5
5311,White,5.95,0.3,0.52,6.89,0.058,41.9,174.6,0.9952,3.3,0.74,9.58,5
5312,White,8.83,0.51,0.25,0.6,0.035,68.7,176.1,0.9896,3.28,0.45,11.16,6
5313,White,7.79,0.3,0.43,15.49,0.06,64.4,130.1,0.9921,3.17,0.35,11.63,6
5314,White,6.76,0.27,0.38,4.2,0.009,50.3,72.1,1.001,3.16,0.3,11.23,6
5315,White,7.11,0.28,0.19,1.87,0.073,17.1,182.7,0.9955,3.16,0.59,10.51,6
5316,White,6.88,0.16,0.48,12.09,0.051,23.8,134.8,1.0006,2.96,0.58,9.96,6
5317,White,4.92,0.44,0.08,10.61,0.013,44.8,117.3,0.9926,3.08,0.79,10.82,6
5318,White,7.7,0.24,0.32,2.5,0.009,28.8,100.8,0.9922,3.25,0.31,10.92,6
5319,White,6.65,0.27,0.29,0.96,0.031,26.6,113.3,0.9878,3.35,0.58,10.64,6
5320,White,6.58,0.38,0.18,4.5,0.08,45.5,153.1,0.9985,2.99,0.57,11.73,6
5321,White,6.73,0.32,0.15,9.64,0.01,28.6,117.4,0.9986,3.23,0.25,10.19,6
5322,White,7.7,0.26,0.28,1.54,0.036,43.9,175.8,0.9962,3.3,0.49,9.99,5
5323,White,7.68,0.23,0.31,9.95,0.04,20.9,119.1,0.9959,2.93,0.63,9.66,5
5324,White,6.95,0.09,0.32,0.6,0.044,31.3,191.5,0.9928,2.97,0.33,10.5,5
5325,White,6.91,0.29,0.1,11.68,0.057,31.1,141.8,0.9947,3.29,0.31,11.77,7
5326,White,6.06,0.26,0.55,2.62,0.063,32.2,131.0,0.9997,3.15,0.35,11.57,5
5327,White,6.81,0.27,0.24,3.77,0.026,62.7,157.6,0.9972,3.06,0.45,11.05,5
5328,White,6.73,0.16,0.09,3.88,0.082,40.1,166.7,0.9924,3.34,0.48,11.97,6
5329,White,7.63,0.27,0.4,0.6,0.061,24.4,54.2,0.9882,3.39,0.58,10.93,7
5330,White,6.17,0.08,0.41,1.99,0.02,41.4,185.9,0.9968,3.13,0.42,12.36,6
5331,White,8.18,0.22,0.33,7.22,0.018,48.4,115.5,0.9881,3.21,0.65,12.2,6
5332,White,8.02,0.33,0.35,2.28,0.04,43.5,140.7,0.9969,3.25,0.6,11.31,6
5333,White,7.67,0.32,0.46,10.9,0.025,38.6,126.3,0.9916,3.47,0.45,11.64,5
5334,White,6.95,0.24,0.25,4.95,0.045,29.3,203.5,0.9901,3.29,0.41,13.07,6
5335,White,5.3,0.34,0.34,16.6,0.009,15.6,78.9,0.9908,3.43,0.59,10.05,6
5336,White,8.23,0.23,0.45,3.29,0.048,42.6,119.5,0.9935,3.26,0.67,11.51,7
5337,White,5.93,0.21,0.32,12.73,0.009,2.0,76.5,0.9969,3.12,0.55,10.32,7
5338,White,8.03,0.09,0.28,0.6,0.068,58.4,184.1,1.0,3.09,0.47,9.43,6
5339,White,7.29,0.41,0.6,8.22,0.05,17.1,71.4,0.9893,3.51,0.45,11.34,5
5340,White,7.05,0.39,0.28,5.27,0.07,42.2,196.1,0.9915,3.09,0.35,11.83,6
5341,White,7.1,0.18,0.35,3.76,0.039,33.7,142.6,0.9912,3.21,0.4,11.3,5
5342,White,7.34,0.3,0.4,8.24,0.068,46.8,142.0,0.9955,3.09,0.39,11.79,7
5343,White,7.61,0.28,0.3,17.72,0.044,25.5,174.0,0.9913,3.22,0.49,10.7,6
5344,White,6.88,0.4,0.21,0.6,0.061,37.2,200.9,0.9924,3.31,0.46,9.1,3
5345,White,6.18,0.45,0.1,2.23,0.058,39.2,233.2,0.9978,3.06,0.53,10.36,5
5346,White,7.77,0.42,0.34,2.39,0.065,46.8,137.0,0.9938,3.28,0.49,8.91,5
5347,White,7.67,0.43,0.39,3.31,0.033,24.9,184.5,0.9964,3.28,0.39,10.97,4
5348,White,6.55,0.4,0.38,1.84,0.009,64.4,146.4,0.9944,3.13,0.36,9.83,5
5349,White,6.54,0.11,0.33,7.42,0.057,31.0,105.5,0.9949,3.26,0.69,11.16,6
5350,White,6.7,0.17,0.22,14.67,0.057,24.7,111.9,0.9904,3.26,0.41,12.28,6
5351,White,8.32,0.43,0.35,6.78,0.055,18.1,122.6,0.9947,3.28,0.62,10.5,5
5352,White,7.54,0.23,0.4,6.56,0.02,29.1,149.3,0.9991,3.29,0.35,11.24,7
5353,White,6.99,0.28,0.37,3.52,0.045,30.2,163.8,0.9938,2.99,0.55,11.63,6
5354,White,7.75,0.23,0.33,1.8,0.044,48.0,69.2,0.9912,3.04,0.58,10.94,5
5355,White,8.06,0.27,0.4,7.87,0.062,38.2,124.8,0.9972,3.52,0.52,11.45,6
5356,White,7.61,0.37,0.55,1.95,0.03,56.8,138.6,0.9989,3.2,0.37,11.18,5
5357,White,6.52,0.37,0.26,7.62,0.045,69.8,156.4,0.9947,3.16,0.48,10.08,5
5358,White,6.93,0.29,0.24,8.74,0.028,9.8,172.7,0.9888,3.42,0.36,11.45,6
5359,White,6.63,0.31,0.31,10.18,0.062,58.2,94.2,0.9919,3.43,0.32,9.75,6
5360,White,6.4,0.28,0.08,13.08,0.029,31.9,159.1,0.994,2.99,0.38,11.19,6
5361,White,7.26,0.31,0.46,2.07,0.045,61.3,110.9,0.9948,3.05,0.51,13.22,8
5362,White,5.68,0.21,0.31,3.98,0.042,56.7,97.1,0.9957,3.15,0.51,10.29,7
5363,White,9.02,0.1,0.39,3.23,0.04,68.5,149.4,0.9918,3.24,0.53,12.16,7
5364,White,7.67,0.39,0.29,12.47,0.088,22.3,129.5,0.9953,2.99,0.59,10.19,5
5365,White,6.61,0.31,0.34,1.83,0.034,11.7,168.3,0.9934,3.23,0.52,11.36,6
5366,White,6.83,0.18,0.39,8.12,0.067,49.7,87.6,0.9997,2.91,0.51,10.41,5
5367,White,6.97,0.27,0.51,12.11,0.081,41.2,113.1,0.9972,3.47,0.44,11.74,5
5368,White,8.58,0.14,0.1,10.41,0.024,6.7,92.5,0.9961,3.31,0.52,10.45,6
5369,White,7.02,0.29,0.39,10.54,0.062,38.0,84.9,0.9933,3.44,0.41,10.24,6
5370,White,5.93,0.21,0.29,15.56,0.077,2.0,154.3,0.9964,3.03,0.56,11.69,6
5371,White,6.85,0.27,0.41,10.08,0.041,59.9,132.1,0.991,2.96,0.64,11.05,6
5372,White,7.69,0.37,0.41,15.46,0.068,40.2,73.1,0.9932,3.13,0.4,11.29,6
5373,White,6.48,0.31,0.36,0.6,0.044,50.2,146.2,0.9952,3.13,0.36,10.64,5
5374,White,6.58,0.31,0.34,0.6,0.031,33.3,114.8,0.9904,3.1,0.56,10.66,7
5375,White,5.52,0.16,0.14,4.36,0.049,53.9,156.6,0.9934,3.09,0.4,10.15,7
5376,White,7.05,0.11,0.25,3.58,0.055,36.4,121.1,0.9974,2.79,0.29,11.21,5
5377,White,7.57,0.08,0.34,5.87,0.045,39.5,89.5,0.9931,3.16,0.29,10.52,6
5378,White,7.11,0.24,0.38,5.74,0.019,68.5,132.7,0.9993,2.87,0.49,11.91,7
5379,White,7.11,0.38,0.17,4.55,0.052,46.6,218.3,0.9958,3.04,0.4,11.6,6
5380,White,7.9,0.28,0.26,5.86,0.024,46.4,203.8,0.9973,3.12,0.36,10.73,6
5381,White,7.87,0.32,0.39,0.6,0.054,9.0,126.8,0.9961,3.16,0.39,11.24,8
5382,White,6.67,0.41,0.36,7.64,0.03,27.9,144.2,0.9965,2.92,0.4,12.34,5
5383,White,7.57,0.22,0.32,2.55,0.094,41.3,84.2,0.993,3.22,0.59,11.23,5
5384,White,6.34,0.29,0.2,11.32,0.054,2.7,200.3,0.9983,3.16,0.5,10.57,5
5385,White,7.45,0.2,0.18,5.26,0.009,35.5,190.6,0.992,3.21,0.56,10.24,6
5386,White,5.26,0.28,0.31,1.42,0.031,44.5,183.1,0.9904,3.4,0.34,11.57,7
5387,White,9.4,0.22,0.52,6.59,0.063,49.4,221.9,0.9912,3.09,0.46,9.76,7
5388,White,6.62,0.35,0.25,0.6,0.037,26.0,145.7,0.9959,3.27,0.37,11.72,6
5389,White,5.72,0.31,0.16,6.48,0.027,28.1,97.6,0.9904,3.23,0.39,9.17,6
5390,White,5.79,0.23,0.26,10.61,0.01,48.7,211.4,0.9934,2.94,0.54,12.0,5
5391,White,6.9,0.21,0.19,5.6,0.053,27.5,171.2,0.9895,3.37,0.43,10.26,6
5392,White,6.44,0.12,0.3,10.62,0.026,70.0,178.4,0.992,3.37,0.52,12.29,7
5393,White,6.32,0.16,0.55,4.45,0.059,38.2,180.5,0.9913,3.05,0.52,11.36,6
5394,White,7.17,0.16,0.19,13.41,0.073,45.0,181.2,0.9967,3.25,0.54,10.49,5
5395,White,6.65,0.37,0.13,8.01,0.051,18.1,174.5,0.9966,3.08,0.46,10.84,6
5396,White,6.88,0.32,0.4,6.78,0.033,42.8,125.6,0.9959,2.94,0.48,10.66,5
5397,White,5.89,0.28,0.09,5.95,0.017,49.2,146.1,0.9962,3.37,0.7,12.05,5
5398,White,7.84,0.37,0.22,2.64,0.052,28.4,170.4,0.9922,3.24,0.63,11.06,5
5399,White,6.89,0.18,0.13,5.29,0.06,26.6,162.5,0.9864,3.15,0.37,11.59,6
5400,White,6.78,0.49,0.18,6.93,0.043,43.7,151.9,1.0009,2.99,0.51,10.96,8
5401,White,6.89,0.4,0.38,17.06,0.076,30.1,139.8,0.9929,2.93,0.38,11.98,7
5402,White,7.44,0.4,0.18,11.57,0.018,19.7,134.0,0.9903,3.18,0.29,11.15,7
5403,White,6.21,0.23,0.33,5.3,0.088,49.2,179.1,0.9933,3.02,0.57,11.23,5
5404,White,6.18,0.3,0.34,2.41,0.071,54.7,107.5,0.9908,3.03,0.58,10.5,5
5405,White,6.76,0.45,0.36,8.12,0.058,43.7,136.1,0.9918,3.28,0.52,10.41,6
5406,White,6.77,0.31,0.45,5.9,0.055,13.8,113.2,0.994,3.1,0.46,10.1,5
5407,White,6.84,0.29,0.32,4.36,0.071,51.7,179.4,0.9938,3.15,0.39,11.83,6
5408,White,7.45,0.3,0.51,3.4,0.02,29.2,173.4,0.9941,3.11,0.5,11.11,5
5409,White,6.32,0.37,0.44,8.11,0.034,47.2,134.4,0.9955,3.29,0.31,9.83,6
5410,White,7.76,0.15,0.33,9.82,0.031,53.8,149.0,0.9923,3.18,0.49,11.57,7
5411,White,6.71,0.27,0.37,13.59,0.056,46.9,140.3,0.992,3.11,0.35,12.2,6
5412,White,5.7,0.29,0.6,0.6,0.036,41.9,56.3,0.9962,3.27,0.4,10.41,6
5413,White,5.35,0.41,0.52,9.7,0.045,25.9,119.4,0.9955,3.38,0.71,10.34,6
5414,White,5.69,0.31,0.48,1.79,0.039,45.8,157.2,0.9911,3.33,0.56,11.11,6
5415,White,7.11,0.35,0.27,10.65,0.047,55.5,77.2,0.9937,3.28,0.58,11.29,7
5416,White,6.06,0.35,0.37,4.25,0.063,31.7,149.8,0.9904,3.19,0.41,12.18,6
5417,White,7.3,0.36,0.33,0.6,0.016,61.5,177.6,0.9944,2.94,0.37,11.86,5
5418,White,7.52,0.28,0.25,3.1,0.03,34.7,136.8,0.9895,3.18,0.66,10.92,6
5419,White,5.98,0.14,0.52,7.15,0.072,22.4,121.1,0.9974,3.14,0.37,11.61,6
5420,White,5.98,0.3,0.34,11.09,0.039,42.5,186.3,0.9928,3.24,0.47,11.39,7
5421,White,7.87,0.29,0.19,1.85,0.036,8.3,193.2,0.9967,3.17,0.43,11.95,6
5422,White,7.04,0.34,0.58,6.94,0.064,32.9,141.8,0.9934,3.14,0.41,11.78,6
5423,White,7.97,0.28,0.46,9.44,0.017,17.1,119.9,0.9995,3.39,0.62,9.94,5
5424,White,6.8,0.17,0.36,11.16,0.038,34.4,195.8,0.9966,3.32,0.22,10.69,6
5425,White,5.72,0.16,0.54,3.75,0.091,20.6,175.7,0.994,3.31,0.7,12.68,7
5426,White,5.18,0.18,0.12,9.16,0.05,36.2,120.9,0.991,3.07,0.57,10.82,6
5427,White,6.42,0.43,0.33,10.6,0.037,36.3,158.9,0.9955,2.96,0.64,11.68,6
5428,White,6.95,0.28,0.49,5.34,0.05,28.2,171.0,0.9916,3.34,0.55,12.11,5
5429,White,6.91,0.28,0.25,1.02,0.043,46.9,91.1,0.9932,3.29,0.38,12.81,6
5430,White,6.75,0.28,0.26,5.03,0.04,52.9,144.1,0.9946,3.3,0.4,10.97,5
5431,White,6.69,0.18,0.38,1.21,0.03,42.0,151.7,0.9975,3.33,0.65,9.0,6
5432,White,6.49,0.33,0.38,5.76,0.062,22.5,151.3,0.9901,3.0,0.4,11.61,5
5433,White,8.17,0.21,0.12,8.54,0.055,57.5,86.1,0.9964,3.11,0.49,10.02,4
5434,White,8.24,0.24,0.31,3.51,0.015,56.7,79.2,0.9963,3.11,0.48,12.22,6
5435,White,6.14,0.27,0.14,0.6,0.071,55.6,174.5,0.9963,3.23,0.43,9.47,6
5436,White,6.97,0.38,0.32,7.4,0.028,2.0,112.5,0.9928,3.41,0.52,9.2,6
5437,White,7.23,0.43,0.37,5.92,0.055,31.9,146.5,0.9964,3.24,0.61,9.96,6
5438,White,6.11,0.16,0.29,8.66,0.058,45.8,147.8,0.9951,3.08,0.46,10.09,5
5439,White,6.97,0.08,0.31,0.6,0.053,57.9,162.7,0.9913,3.17,0.43,9.95,7
5440,White,6.49,0.34,0.3,7.88,0.049,16.0,118.3,0.9935,3.12,0.39,12.05,7
5441,White,5.98,0.24,0.27,0.6,0.055,47.4,162.7,0.9935,3.25,0.41,12.03,6
5442,White,6.33,0.32,0.27,13.99,0.042,8.1,146.6,0.9955,3.13,0.43,10.27,5
5443,White,7.93,0.33,0.26,0.6,0.026,40.6,107.4,0.9947,3.21,0.57,10.77,7
5444,White,6.66,0.35,0.48,10.11,0.073,2.0,148.3,0.9918,3.08,0.65,11.9,6
5445,White,7.06,0.57,0.43,7.36,0.054,42.5,109.0,0.9941,3.31,0.49,9.55,6
5446,White,7.47,0.4,0.11,5.58,0.055,33.8,88.5,0.9925,3.08,0.6,10.45,6
5447,White,9.53,0.43,0.39,11.72,0.084,58.3,201.8,0.9915,3.17,0.62,11.84,5
5448,White,6.09,0.21,0.3,1.03,0.031,6.7,108.8,0.9961,3.07,0.53,9.64,6
5449,White,6.49,0.35,0.2,0.6,0.009,51.6,72.3,0.9934,2.99,0.52,12.34,6
5450,White,5.93,0.14,0.24,2.95,0.013,2.0,152.5,0.9961,3.11,0.47,9.76,6
5451,White,5.38,0.29,0.42,5.79,0.036,45.6,81.0,0.996,3.19,0.64,11.48,6
5452,White,7.46,0.3,0.53,0.6,0.018,72.2,202.5,0.9909,3.24,0.69,11.14,5
5453,White,8.64,0.19,0.33,0.6,0.022,42.6,157.4,0.9957,3.24,0.35,9.34,7
5454,White,6.23,0.37,0.24,4.49,0.04,45.1,138.5,0.9927,3.09,0.48,11.92,6
5455,White,4.9,0.23,0.37,1.69,0.034,45.1,195.5,0.9983,3.39,0.28,9.7,5
5456,White,7.51,0.13,0.28,13.1,0.041,51.4,121.3,0.9953,3.01,0.49,10.48,6
5457,White,5.99,0.46,0.21,11.23,0.046,31.5,126.5,0.9915,3.12,0.46,8.99,6
5458,White,5.75,0.08,0.22,5.5,0.048,53.8,115.1,0.998,2.94,0.42,12.37,6
5459,White,7.07,0.35,0.57,0.6,0.051,30.8,74.9,0.9929,3.09,0.61,10.49,5
5460,White,6.52,0.24,0.33,5.06,0.026,24.8,171.4,0.9953,3.47,0.54,11.34,6
5461,White,7.34,0.3,0.2,3.82,0.036,19.1,175.4,0.9933,3.33,0.54,11.64,7
5462,White,5.62,0.37,0.39,9.9,0.009,58.2,99.3,0.9952,3.08,0.6,10.39,6
5463,White,7.31,0.23,0.43,13.64,0.076,40.1,61.7,0.992,3.18,0.37,11.93,5
5464,White,6.75,0.27,0.15,10.11,0.031,25.9,173.8,0.9917,3.18,0.84,10.95,6
5465,White,7.02,0.33,0.48,12.22,0.034,34.5,88.8,0.9945,3.29,0.36,11.35,6
5466,White,7.45,0.28,0.51,3.16,0.042,40.9,171.7,0.9907,3.1,0.61,11.61,6
5467,White,5.97,0.27,0.22,1.49,0.039,11.1,198.9,0.9936,3.25,0.52,12.36,7
